,melid,trackid,compid,recordid,performer,title,titleaddon,solopart,instrument,style,avgtempo,tempoclass,rhythmfeel,key,signature,chord_changes,chorus_count
149,150,135,122,67,Don Ellis,Sweet and Lovely,,1,tp,POSTBOP,134.1,MEDIUM,SWING,C-maj,4/4,"A1: ||G-7   |C7   |G-7   |C7   |F7   |Bbj7 Eb7 |Cj7 G7 |C6   ||
A2: ||G-7   |C7   |G-7   |C7   |F7   |Bbj7 Eb7 |Cj7 G7 |C6   ||
B1: ||F-7 Bb7 |Cj7   |F-7 Bb7 |Cj7   |Ab-7 Db7 |Ebj7   |Eb-7 Ab7 |D-7 G7 ||
A3: ||G-7   |C7   |G-7   |C7   |F7   |Bbj7 Eb7 |Cj7 G7 |C6   ||",2
150,151,136,123,67,Don Ellis,You Stepped Out of a Dream,,1,tp,POSTBOP,199.5,UP,SWING,D-maj,4/4,"A1: ||Dj7   |Dj7   |Ebj7   |Ebj7   |F7   |F7   |Bbj7   |Bbj7   |A-7   |D7   |Gj7   |Gj7   |B-7   |E7   |F-7 Bb7 |E-7 A7 ||
B1: ||Dj7   |Dj7   |Ebj7   |Ebj7   |F7   |F7   |Ab7   |G7   |Em7b5   |A7   |F-7   |Bb7   |E-7   |A7   |Dj7   |Dj7   ||",1
151,152,136,123,67,Don Ellis,You Stepped Out of a Dream,,2,tp,POSTBOP,168.9,MEDIUM UP,SWING,D-maj,4/4,"A1: ||Dj7   |Dj7   |Ebj7   |Ebj7   |F7   |F7   |Bbj7   |Bbj7   |A-7   |D7   |Gj7   |Gj7   |B-7   |E7   |F-7 Bb7 |E-7 A7 ||
B1: ||Dj7   |Dj7   |Ebj7   |Ebj7   |F7   |F7   |Ab7   |G7    |Em7b5   |A7   |F#-7   |B7   |E-7   |A7   |Dj7   |Dj7 NC ||",1
152,153,137,124,68,Eric Dolphy,245,,1,as,POSTBOP,71.2,SLOW,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F#-7 B7 |Bb7   |Bo   |E79# A7913b |A-7 Ab-7 |G-7   |Db-7 F#7 |B+7   |B+7   ||,3
153,154,138,125,69,Eric Dolphy,Aisha,,1,as,POSTBOP,62.9,SLOW,SWING,A-min,4/4,"A1: ||A-79   |G-79   |A-79   |F-79   |F-7 Bb7 |G-7 C79b |A-7 D79b |G-7C7F-7E7||
A2: ||A-79   |G-79   ||",1
154,155,139,126,69,Eric Dolphy,Dahomey Dance,,1,as,POSTBOP,128.9,MEDIUM,SWING,G-maj,4/4,A1: ||G7   |G7   |G7   |G7913   |F7   |F7   |G7   |G7913   |Dsus7   |D7   |G7   |G7913   ||,6
155,156,140,127,70,Eric Dolphy,Les,,1,as,POSTBOP,235.4,UP,SWING,F-maj,4/4,A1: ||F7alt   |Bb7alt   |F7alt   |F7alt   |Bb7   |Bo7   |F7   |Db-7 Gb7 |G-7 C7 |Ab-7 Db+7 |A-7 D7 |G7alt   |C Db/C |D/C Eb/C ||,4
156,157,141,128,70,Eric Dolphy,On Green Dolphin Street,,1,bcl,POSTBOP,172.5,MEDIUM UP,SWING,Eb-maj,4/4,"A1: ||Ebj7   |Ebj7   |Eb-7   |Eb-7   |F7/Eb   |F7/Eb E/Eb |Ebj7   |Ebj7   ||
B1: ||F-7   |Bb7   |Ebj7   |Ebj7   |Ab-7   |D7   |Gbj7   |Gbj7   ||
A2: ||Ebj7   |Ebj7   |Eb-7   |Eb-7   |F7/Eb   |F7/Eb E/Eb |Ebj7   |Ebj7   ||
C1: ||F-7 F-/Eb |Dm7b5 G79b |C-7 C-/Bb |Am7b5 D7 |G-7 C7 |F-7 Bb7 |Ebj7   |F-7 Bb7 ||",2
157,158,142,129,70,Eric Dolphy,Serene,,1,bcl,POSTBOP,75.2,SLOW,SWING,Eb-maj,4/4,A1: ||Ebj7   |Ab7911#   |Db7   |Eb7   |Ab7   |D7alt   |Ebj7   |Db-7 Gb7 |Fm7b5   |Bb7alt B-7E7|Ab7911#   |Ab7911#   ||,3
158,159,143,1,71,Fats Navarro,Anthropology,No1,1,tp,BEBOP,300.7,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7 G7 |C-7 F7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Eb7 Eb-7 |D-7 G7 |C-7 F7 ||
A2: ||Bbj7 G7 |C-7 F7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Eb7 Eb-7 |C-7 F7 |Bb6   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7 G7 |C-7 F7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Eb7 Eb-7 |C-7 F7 |Bb6   ||",2
159,160,144,130,72,Fats Navarro,Double Talk,,1,tp,BEBOP,225.8,UP,SWING,F-maj,4/4,"A1: ||F   |F   |F-7   |Bb7   |G-7   |C7913   |A-7 Abo |G-7 Gb7 ||
A2: ||F   |F   |F-7   |Bb7   |G-7   |C7   |F-7 Bb-7 |Eb-7 Ab7/D ||
B1: ||Db   |D-7   |Eb-7   |F-7 B7913 |F-7 Bb79#13 |Eb-7 Ab79# |Db   |C7alt   ||
A3: ||F   |F   |F-7   |Bb7   |G-7   |C7913   |A-7 Abo |G-7 Gb7 ||",3
160,161,145,131,71,Fats Navarro,Good Bait,Alternate Take,1,tp,BEBOP,146.2,MEDIUM UP,SWING,Bb-maj,4/4,"A1: ||Bb6 G7 |C-7 F7F7/Eb|D-7 G7 |C-7 F7 |Bbj7 Bb7/D |Ebj7 Eo |D-7/FG7C-7F7|Bb6 F7 ||
A2: ||Bb6 G7 |C-7 F7F7/Eb|D-7 G7 |C-7 F7 |Bbj7 Bb7/D |Ebj7 Eo |D-7/FG7C-7F7|Bbj7 Bb+7 ||
B1: ||Eb6 C7 |F-7 Bb7Bb7/Ab|G-7 C7 |F-7 Bb7 |Ebj7 Eb7/G |Abj7 Ao |G-7C7F-7Bb7|Eb6 F79 ||
A3: ||Bb6 G7 |C-7 F7F7/Eb|D-7 G7 |C-7 F7 |Bbj7 Bb7/D |Ebj7 Eo |D-7/FG7C-7F7|Bb6   |Bb6   ||",1
161,162,146,131,71,Fats Navarro,Good Bait,,1,tp,BEBOP,147.4,MEDIUM UP,SWING,Bb-maj,4/4,"A1: ||Bbj7 G-7 |C-7 F7 |Bbj7 G-7 |C-7 F7 |Bbj7 Bb7 |Ebj7 Ab7 |D-7G7C-7F7|Bbj7 F7 ||
A2: ||Bbj7 G-7 |C-7 F7 |Bbj7 G-7 |C-7 F7 |Bbj7 Bb7 |Ebj7 Ab7 |D-7G7C-7F7|Bbj7 Bb7 ||
B1: ||Ebj7 C-7 |F-7 Bb7 |Ebj7 C-7 |F-7 Bb7 |Ebj7 Eb7 |Abj7 Db7 |G-7C7F-7Bb7|Ebj7 F7 ||
A3: ||Bbj7 G-7 |C-7 F7 |Bbj7 G-7 |C-7 F7 |Bbj7 Bb7 |Ebj7 Ab7 |D-7G7C-7F7|Bbj7 F7 ||
I1: ||Bbj7 G7 ||",1
162,163,147,132,71,Fats Navarro,Our Delight,,1,tp,BEBOP,200.7,UP,SWING,Ab-maj,4/4,"A1: ||Bb7913   |Eb79#   |Abj7   |F7   |Bb7   |Bb-7 Bo7 |Ab/C Bo7 |Bb-7 Eb7913B7911#||
A2: ||Bb7913   |Eb79#   |Abj7   |F7   |Bb7   |Bb-7 Bo7 |Ab/C Bo7 |Ebsus7 Abj7 ||
B1: ||Eb-7   |Ab+79b   |Dbj7   |Dbj7   |Db-7 Gb7 |C-7 F7 |B-7 E7 |Eb7 B7911# ||
A3: ||Bb7913   |Eb79#   |Abj7   |F7   |Bb7   |Bb-7 Bo7 |Ab/C Bo7 |Ebsus7 Abj7 ||",1
163,164,148,133,72,Fats Navarro,The Skunk,,1,tp,BEBOP,163.8,MEDIUM UP,SWING,Db-maj,4/4,A1: ||Db7   |Gb7   |Db7   |Db7   |Gb7   |Gb7   |Db7   |Bb7   |Eb7   |Ab7   |Db7   |Ab7   ||,2
164,165,137,124,68,Freddie Hubbard,245,,1,tp,POSTBOP,73.0,SLOW,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F#- B7 |Bb7   |Bo   |E79# Ab7913b |A-7 Ab-7 |G-7   |C#- F#7 |B+7   |B+7   ||,3
165,166,149,134,73,Freddie Hubbard,Dolphin Dance,,1,tp,POSTBOP,118.9,MEDIUM,SWING,,4/4,"A1: ||C-7   |Ab7911#   |C-7   |A-7 D7 |Gj7   |Ab-7   |F-7911   |F-7911   |C-7   |C-7   |A-7911   |D7913   ||
B1: ||Gj7   |G7913   |A   |Ebm7b5   |F7913   |F79b13   |F7913   |E-79 A7913 |Eb7911#   |A-7 D7913 |B-7   |E7913 D-7 |C#-7   |F#7913   |D-7   |C-7   |D-7   |C-7   ||
C1: ||Dbj7   |Bb79b13   |C79#   |G79#   ||",2
166,167,96,89,49,Freddie Hubbard,Down Under,,1,tp,HARDBOP,146.1,MEDIUM UP,SWING,F#-min,4/4,A1: ||Gb-7   |Abm7b5 Db7 |Gb-7   |Gb-7   |G7   |G7   |Gb-7   |E-7 A7 |D7   |Db7   |Gb-7   |Db7   ||,2
167,168,150,135,74,Freddie Hubbard,Maiden Voyage,,1,tp,POSTBOP,126.0,MEDIUM,SWING,,4/4,"A1: ||Dsus7   |Dsus7   |Dsus7   |Dsus7   |Fsus7   |Fsus7   |Fsus7   |Fsus7   ||
A2: ||Dsus7   |Dsus7   |Dsus7   |Dsus7   |Fsus7   |Fsus7   |Fsus7   |Fsus7   ||
B1: ||Ebsus7   |Ebsus7   |Ebsus7   |Ebsus7   |Dbsus7   |Dbsus7   |Dbsus7   |Dbsus7   ||
A3: ||Dsus7   |Dsus7   |Dsus7   |Dsus7   |Fsus7   |Fsus7   |Fsus7   |Fsus7   ||",2
168,169,115,106,60,Freddie Hubbard,Society Red,,1,tp,HARDBOP,113.6,MEDIUM,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |D79b   |G-7   |C7   |A-7 D-7 |Gm7b5 C7 ||,6
169,170,151,136,75,Freddie Hubbard,Speak No Evil,,1,tp,POSTBOP,143.2,MEDIUM UP,SWING,C-min,4/4,"A1: ||C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7 Eb-7 |E-7911 C-7 |D-7911 Bb-7 |A7alt   |Bb-7   |A7alt   |Bb-7   ||
A2: ||C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7 Eb-7 |E-7911 C-7 |D-7911 Bb-7 |A7alt   |Bb-7   |A7alt   |Bb-7   ||
B1: ||Am7b5   |Ab7   |G-7   |Gb7   |F-7   |Bb7   |Ebj79#11#   |Dbj7911#   ||
A3: ||C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7 Eb-7 |E-7911 C-7 |D-7911 Bb-7 |A7alt   |Bb-7   |A7alt   |Bb-7   ||",1
170,171,150,135,74,George Coleman,Maiden Voyage,,1,ts,POSTBOP,125.4,MEDIUM,SWING,,4/4,"A1: ||Dsus7   |Dsus7   |Dsus7   |Dsus7   |Fsus7   |Fsus7   |Fsus7   |Fsus7   ||
A2: ||Dsus7   |Dsus7   |Dsus7   |Dsus7   |Fsus7   |Fsus7   |Fsus7   |Fsus7   ||
B1: ||Ebsus7   |Ebsus7   |Ebsus7   |Ebsus7   |Dbsus7   |Dbsus7   |Dbsus7   |Dbsus7   ||
A3: ||Dsus7   |Dsus7   |Dsus7   |Dsus7   |Fsus7   |Fsus7   |Fsus7   |Fsus7   ||",1
171,172,152,137,76,Gerry Mulligan,Bunny,,1,bs,COOL,115.2,MEDIUM,SWING,C-maj,4/4,"A1: ||A-7 D7 |G E7 |A-7 D7 |D-7 G-7 |C C-7F7|Bb Bb-7Eb7|A-7 D7 |G   ||
A2: ||A-7 D7 |G E7 |A-7 D7 |D-7 G7 |C C-7F7|Bb Bb-7Eb7|A-7 D7 |G C ||
B1: ||D-7 G7 |C A7 |D-7 G7 |C   |C-7 F7 |Bb   |A-7 D7 |B-7 E7 ||
A3: ||A-7 D7 |G E7 |A-7 D7 |D-7 G-7 |C C-7F7|Bb Bb-7Eb7|A-7 D7 |G C ||
I1: ||NC   ||",1
172,173,153,138,76,Gerry Mulligan,Line for Lyons,,1,bs,COOL,173.1,MEDIUM UP,SWING,Bb-maj,4/4,"A1: ||Bb69 Bb7 |Eb-7 Ab7 |D-7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 ||
A2: ||Bb69 Bb7 |Eb-7 Ab7 |D-7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7   |Bb7   ||
B1: ||Ebj7   |Em7b5 A7 |D-7   |G79b   |C-7   |F7   |D-7 G7 |C-7 F7 ||
A3: ||Bb69 Bb7 |Eb-7 Ab7 |D-7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7   |C-7 F7 ||
I1: ||Bb6 Bb7 ||",1
173,174,154,58,76,Gerry Mulligan,Scrapple from the Apple,,1,bs,COOL,252.0,UP,SWING,G-min,4/4,"A1: ||G-7   |C7   |G-7   |C79b   |Fj7   |G-7 C7 |Fj7 G-7 |A-7 D7 ||
A2: ||G-7   |C7   |G-7   |C79b   |Fj7   |G-7 C7 |Fj7 G-7 |F   ||
B1: ||A7   |A7   |D7   |D7   |G7   |G7   |C7   |C7   ||
A3: ||G-7   |C7   |G-7   |C79b   |Fj7   |G-7 C7 |Fj7 G-7C79b|F   ||",4
174,175,155,139,76,Gerry Mulligan,The Red Door,,1,bs,COOL,236.4,UP,SWING,G-maj,4/4,"A1: ||G   |C-7 F7 |G   |C-7 F7 |Bb   |A-7 D7 |G   |A-7 D7 ||
A2: ||G   |C-7 F7 |G   |C-7 F7 |Bb   |A-6 D7 |G   |G7   ||
B1: ||C-   |Ab7 G7 |C-   |Ab7 G7 |Eb   |F-7 Bb7 |Eb7   |A-7 D7 ||
A3: ||G   |C-7 F7 |G   |C-7 F7 |Bb   |A-7 D7 |G   |A-7 D7 ||",2
175,176,156,140,76,Gerry Mulligan,This Can't Be Love,,1,bs,COOL,269.1,UP,SWING,Ab-maj,4/4,"A1: ||Ab6   |Ab6   |Db7   |Db7   |Abj7   |F-7   |Bb-7   |Eb7   ||
A2: ||Ab6   |Ab6   |Db7   |Db7   |C-7 F-7 |Bb-7 Eb7 |Abj7   |Abj7   ||
B1: ||G-7   |C7   |F-7   |F-7   |Cm7b5   |F7alt   |Bb7   |Eb7   ||
A3: ||Abj7   |Abj7   |Db7   |Db7   |C-7 F-7 |Bb-7 Eb7 |Ab6   |Bb-7 Eb7 ||",6
176,177,157,141,77,Gerry Mulligan,Walking Shoes,,1,bs,COOL,137.2,MEDIUM,SWING,G-maj,4/4,"A1: ||G   |C7   |G   |F7 E-7 |A-7   |C#-7 F#7 |G Go |A-7 D7 ||
A2: ||G   |C7   |G   |F7 E-7 |A-7   |C#-7 F#7 |G Go |A-7 D7 ||
B1: ||F#-7   |B7   |E-   |F#-7 B7 |E-   |A7   |A-7   |D7   ||
A3: ||G   |C7   |G   |F7 E7 |Eb7 D7 |A-7 D7 |G   |A-7 D7 |G   |G   |G   ||",1
177,178,158,142,78,Hank Mobley,Doodlin',,1,ts,HARDBOP,121.3,MEDIUM,SWING,Db-maj,4/4,A1: ||Db7   |Gb7   |Db7   |Db7   |Gb7   |Gb7   |Db7   |Db7 Bb7 |Eb-7   |Ab79   |Db7   |Ab7   ||,3
178,179,159,143,79,Hank Mobley,Lady Bird,,1,ts,HARDBOP,220.7,UP,SWING,C-maj,4/4,A1: ||Cj7   |Cj7   |F-7   |Bb7   |Cj7   |Cj7   |Bb-7   |Eb7   |Abj7   |Abj7   |A-7   |D7   |D-7   |G7   |Cj7 Ebj7 |Abj7 Dbj7 ||,6
179,180,160,144,80,Hank Mobley,Remember,,1,ts,HARDBOP,165.9,MEDIUM UP,SWING,Ab-maj,4/4,"A1: ||Db7   |C7   |B7911#   |Bb7   |Bb-7   |Eb79b   |Abj7   |Eb-7 Ab7 ||
A2: ||Db7   |C7   |B7911#   |Bb7   |Bb-7   |Eb79b   |Abj7   |Eb-7 Ab7 ||
B1: ||Dbj7   |Dbj7   |Eb-7   |Gb7   |Abj7   |Abj7   |Gm7b5   |C7   ||
A3: ||Db7   |C7   |B7911#   |Bb7   |Bb-7   |Eb7   |Abj7   |Eb-7 Ab7 ||",3
180,181,161,145,80,Hank Mobley,Soul Station,,1,ts,HARDBOP,101.6,MEDIUM SLOW,SWING,Eb-maj,4/4,"A1: ||Eb7   |Eb7   |Eb7   |Eb7   |Ab7   |Ab7   |Bb7   |Bb7   ||
B1: ||Eb7   |Bb-7 Eb7 |Ab7   |Ao   |Eb7 C7 |F-7 Bb7 |Eb7   |Eb7   ||",5
181,182,18,18,8,Harry Edison,Did You Call Her Today,,1,tp,SWING,118.5,MEDIUM,SWING,Ab-maj,4/4,"A1: ||Bb7   |Eb7   |Ab6   |Ab6   |Eb-7   |Ab7   |Db6   |Db6   ||
B1: ||Db7   |Do   |Ab   |F7   |Bb7   |Bb7   |Bb-7   |Eb7   ||
A'2: ||Bb7   |Eb7   |Ab6   |Ab6   |Eb-7   |Ab7   |Db6   |Db6   ||
C1: ||Db7   |Do   |Ab   |F7   |Bb-7   |Eb7   |Ab   |Ab   ||",2
182,183,162,146,28,Henry Allen,Baby Won't You Please Come Home,,1,tp,TRADITIONAL,211.5,UP,TWOBEAT,Bb-maj,4/4,"A1: ||Bb D7 |G7   |C7   |C7   |F7 F#o |G-   |C7   |F7   ||
B1: ||Bb D7 |G7   |C- Eb |D7   |Eb Eo |Bb G7 |C7 F7 |Bb G7 |C- F7 |Bb   ||",2
183,184,163,147,81,Herbie Hancock,Agitation,,1,p,POSTBOP,293.8,UP,SWING,,4/4,"A1: ||NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   ||
B1: ||Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   |Db/Ab   ||",2
184,185,164,148,82,Herbie Hancock,Dolores,,1,p,POSTBOP,282.3,UP,SWING,,4/4,"A1: ||NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   ||
I1: ||D-   ||",1
185,186,165,149,82,Herbie Hancock,Gingerbread Boy,,1,p,POSTBOP,285.8,UP,SWING,,4/4,A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |F7   |F7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   ||,9
186,187,166,150,83,Herbie Hancock,Hand Jive,,1,p,POSTBOP,262.1,UP,SWING,,4/4,A1: ||NC   ||,1
187,188,167,151,82,Herbie Hancock,Orbits,,1,p,POSTBOP,264.9,UP,SWING,,4/4,A1: ||NC   ||,1
188,189,162,146,28,J.C. Higginbotham,Baby Won't You Please Come Home,,1,tb,TRADITIONAL,209.5,UP,TWOBEAT,Bb-maj,4/4,"A1: ||Bb D7 |G7   |C7   |C7   |F7 F#o |G-   |C7   |F7   ||
B1: ||Bb D7 |G7   |C- Eb |D7   |Eb Eo |Bb G7 |C7 F7 |Bb G7 |C- F7 |Bb   ||",2
189,190,168,152,84,J.J. Johnson,Blue Mode,,1,tb,BEBOP,64.1,SLOW,SWING,Bb-maj,4/4,"A1: ||Bb7   |Eb7 Em7b5 |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C-7   |F7   |Bb7 F7 |Bb7G7C-7F7||
B1: ||Bb7   |A-7 D7 |G-7   |F-7 Bb7 |Eb7   |Eb7   |Eb-7 D7 |Db7 G7 |C-7   |C7 F7 |Bb7 G7 |C-7 F7 ||
I1: ||Bb7   ||",1
190,191,169,153,85,J.J. Johnson,Blues in the Closet,,1,tb,BEBOP,234.4,UP,SWING,Bb-blues,4/4,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |F7   ||,16
191,192,170,154,85,J.J. Johnson,Crazy Rhythm,,1,tb,BEBOP,277.3,UP,SWING,F-maj,4/4,"A1: ||Fj7   |Fj7   |Fj7   |Fj7/A Abo7 |G-7   |C7   |F6   |G-7 C7 ||
A2: ||Fj7   |Fj7   |Fj7   |Fj7/A Abo7 |G-7   |C7   |F6   |F6  C7||
B1: ||C-7   |F7   |Bb F7 |Bb   |Bb-   |Eb79   |D7   |G7 C7 ||
A3: ||Fj7   |Fj7   |G7   |G7   |C7   |C7   |F   |F   ||",5
192,193,171,155,86,J.J. Johnson,Elora,,1,tb,BEBOP,196.9,UP,SWING,Bb-maj,4/4,"A1: ||C-7   |F7   |Bbj7 Ebj7 |D-7 Db7 |C-7 G7 |C-7 F7 |Bbj7   |D-7 Db7 ||
A2: ||C-7   |F7   |Bbj7 Ebj7 |D-7 Db7 |C-7 G7 |C-7 F7 |Bbj7   |F-7 Bb7 ||
B1: ||Ebj7   |Eb-7 Ab7 |Bb-7   |A-7 D7 |G-7   |C7   |C-7   |F7   ||
A3: ||C-7   |F7   |Bbj7 Ebj7 |D-7 Db7 |C-7 G7 |C-7 F7 |Bbj7   |D-7 Db7 ||
I1: ||C-7   ||",1
193,194,172,156,85,J.J. Johnson,My Funny Valentine,,1,tb,BEBOP,133.3,MEDIUM,SWING,F-min,4/4,"A1: ||F-   |F-j7   |F-7   |F-6   |Dbj7   |Bb-7   |Gm7b5   |C79b   ||
A2: ||F-   |F-j7   |F-7   |F-6   |Dbj7   |Bb-7   |Bb-7   |Eb7   ||
B1: ||Abj7 Bb-7 |C-7 Bb-7 |Abj7 Bb-7 |C-7 Bb-7 |Abj7 C7 |F-7 Eb-7D7|Dbj7   |Gm7b5 C7 ||
A3: ||F-   |F-j7   |F-7   |F-6   |Dbj7   |Gm7b5 C79b |F-7 E7 |Eb-7 Ab7 |Dbj7   |Bb-79 Eb7 |Ab6   |Gm7b5 C7 ||",2
194,195,173,157,84,J.J. Johnson,Teapot,,1,tb,BEBOP,315.2,UP,SWING,F-maj,4/4,"A1: ||F7   |C7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb-7   |Eb7   |Bb-7   |Eb7   |Ab6   |Ab6   |Bb-7 Eb7 |Ab6 C7 ||
B1: ||F7   |C7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   |F-7   |C7   |F-7   |F-7   |C-7   |F7   |Bb-7 Eb7 |Ab6 C7 ||",2
195,196,174,158,87,J.J. Johnson,Walkin',,1,tb,HARDBOP,127.9,MEDIUM,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |F7   |G-7   |C7   |F7   |G-7 C7 ||,7
196,197,175,159,85,J.J. Johnson,Yesterdays,,1,tb,BEBOP,125.1,MEDIUM,SWING,D-min,4/4,"A1: ||D-   |Em7b5 A79b |D-   |Em7b5 A79b |D- D-/C# |D-/C   |Bm7b5   |E7   ||
B1: ||A+7   |D7   |G7   |C7   |C-7 F7 |Bbj7   |Em7b5   |A79b   ||",4
197,198,176,160,88,Joe Henderson,In 'n Out,,1,ts,POSTBOP,276.7,UP,SWING,Eb-maj,4/4,A1: ||Fsus7913   |Fsus7913   |Fsus7913   |Gbsus7913   |Fsus7913   |Fsus7913   |F7 Eb7 |D79   |Ebj7911#   |Ebj7911#   |Ebj7911#   |Ebj7911#   ||,18
198,199,176,160,88,Joe Henderson,In 'n Out,,2,ts,POSTBOP,299.5,UP,SWING,Eb-maj,4/4,A1: ||Fsus7913   |Fsus7913   |Fsus7913   |Gbsus7913   |Fsus7913   |Fsus7913   |Fsus7913 Ebsus7913 |D79   |Ebj7911#   |Ebj7911#   |Ebj7911#   |Ebj7911#   ||,8
199,200,177,121,89,Joe Henderson,Johnny Come Lately,,1,ts,POSTBOP,247.6,UP,SWING,G-min,4/4,"A1: ||G-6   |Eb7 D79b |G-6   |Eb7 D79b |G-6   |Eb7 D79b |G-6   |Eb7 D79b ||
A2: ||G-6   |Eb7 D79b |G-6   |Eb7 D79b |G-6   |Eb7 D79b |G-6   |F-7 Bb7 ||
B1: ||Ebj7 F-7 |G- F- |Ebj7 F- |G- F- |Ebj7 F- |G- C7 |F- Bb7 |A79b D79b ||
A3: ||G-   |Eb7 D79b |G-   |Eb7 D79b |G-   |Eb7 D79b |G-6   |Eb7 D79b ||",3
200,201,178,161,88,Joe Henderson,Punjab,,1,ts,POSTBOP,160.1,MEDIUM UP,SWING,D-chrom,4/4,"A1: ||Dj7   |Dj7 Bb7913 |Bj7   |Abj7   |Fm7b5   |Bb7   |E6911#   |E6911#   |E6911#   |E6911# Eb7 ||
B1: ||Abj7   |G7913   |Gb7913 Bj7 |F79   |Fsus79   |Fsus79   |Gj7 Aj7 |Bj7 Cj7911# ||",5
201,202,179,162,88,Joe Henderson,Serenity,,1,ts,POSTBOP,157.3,MEDIUM UP,SWING,Eb-maj,4/4,A1: ||Dm7b5NC  |G+7   |Abj7 Gbj7 |E-7 A7 |F-7 Bb7 |Ebj7 Dm7b5G7|C-7 C-7/Bb |Ab-7 Db7 |G+7 Gb7 |F7   |Ej7   |F-7 Bb+7 |Ebj7   |Dm7b5 G+7 ||,5
202,203,180,163,90,Joe Henderson,The Sidewinder,,1,ts,POSTBOP,153.5,MEDIUM UP,LATIN,Eb-maj,4/4,A1: ||Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab7   |Ab7   |Ab7   |Ab7   |Eb7   |Eb7   |Eb7   |Eb7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   ||,3
203,204,181,164,90,Joe Henderson,Totem Pole,,1,ts,POSTBOP,137.6,MEDIUM,SWING,Eb-min,4/4,"A1: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb- Bb7 ||
A2: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79   ||
B1: ||Bb-7   |Eb7   |Abj7   |Abj7   |Ab-7   |Db7   |Gbj7   |Bb+79   ||
A3: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Bb7   ||",2
